imdb_id,popularity,movie_budget,movie_revenue,movie_name,cast,movie_director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year
tt1540133,0.802769,6000000,19560274,The Guard,Brendan Gleeson|Don Cheadle|Liam Cunningham|Mark Strong|Katarina Cas,John Michael McDonagh,The FBI are about to discover that things work a little differently around here.,prostitute|blackmail|drug smuggle|rural ireland|dry humour,An unorthodox Irish policeman with a confrontational personality is teamed up with an uptight FBI agent to investigate an international drug-smuggling ring.,96,Action|Comedy|Thriller|Crime,UK Film Council|Crescendo Productions|Element Pictures|Irish Film Board|Prescience,2011-07-07,194,6.6,2011
tt1637706,0.80048,10000000,17273593,Our Idiot Brother,Paul Rudd|Elizabeth Banks|Zooey Deschanel|Emily Mortimer|Adam Scott,Jesse Peretz,Everybody has one.,brother sister relationship|sister sister relationship|family clan|idealist|duringcreditsstinger,"Everybody has one. The sibling who is always just a little bit behind the curve when it comes to getting his life together. For sisters Liz (Emily Mortimer), Miranda (Elizabeth Banks) and Natalie (Zooey Deschanel), that person is their perennially upbeat brother Ned (Paul Rudd), an erstwhile organic farmer whose willingness to rely on the honesty of mankind is a less-than-optimum strategy for a tidy, trouble-free existence. Ned may be utterly lacking in common sense, but he is their brother and so, after his girlfriend dumps him and boots him off the farm, his sisters once again come to his rescue. As Liz, Miranda and Natalie each take a turn at housing Ned, their brother's unfailing commitment to honesty creates more than a few messes in their comfortable routines. But as each of their lives begins to unravel, Ned's family comes to realize that maybe, in believing and trusting the people around him, Ned isn't such an idiot after all.",90,Comedy|Drama,The Weinstein Company,2011-08-26,199,5.7,2011
tt1535970,0.786615,10000000,610986,The Ledge,Patrick Wilson|Liv Tyler|Charlie Hunnam|Terrence Howard|Jaqueline Fleming,Matthew Chapman,One life. One chance. One step.,adultery|wife husband relationship|infidelity|christian|prayer,A thriller in which a battle of philosophies between a fundamentalist Christian and an atheist escalates into a lethal battle of wills.,101,Drama|Thriller,Rising Star|Foresight Unlimited|VIP Media Group|Michael Mailer Films|Ledge Productions,2011-05-06,44,5.7,2011
tt1068242,0.785489,24000000,63543328,Footloose,Kenny Wormald|Julianne Hough|Dennis Quaid|Andie MacDowell|Miles Teller,Craig Brewer,There comes a time to cut loose.,dancing|dancer|dance|music|prom,"City kid Ren MacCormack moves to a small town where rock 'n' roll and dancing have been banned, and his rebellious spirit shakes up the populace.",113,Drama|Music|Romance,Spyglass Entertainment|MTV Films,2011-10-06,266,6.5,2011
tt1674784,0.7803180000000001,36000000,9612469,Trespass,Nicolas Cage|Nicole Kidman|Liana Liberato|Cam Gigandet|Jordana Spiro,Joel Schumacher,When terror is at your doorstep. You can run. Or you can fight.,robbery|wife husband relationship|cocaine|knife|betrayal,"Kyle (Nicholas Cage) and Sarah Miller (Nicole Kidman) have it all: a huge gated house on the water, fancy cars, and the potential for romance in their relationship. He's just back from a business trip (he brokers diamonds) and their teen daughter Avery (Liana Liberato) is sneaking out to a party, when four thugs in security uniforms and ski masks stage a home invasion. They want what's in the safe: cash and diamonds. As Kyle stalls them, trying to negotiate for Sarah's freedom, the fault lines in Kyle and Sarah's marriage and the pasts of the four robbers come into play. Is there room here for heroism?",91,Crime|Drama|Thriller,Nu Image Films|Winkler Films|Millennium Films,2011-10-14,179,5.3,2011
tt1692486,0.779648,25000000,27603069,Carnage,Kate Winslet|Jodie Foster|Christoph Waltz|John C. Reilly|Elvis Polanski,Roman Polanski,A new comedy of no manners,flat|mobile phone|hamster|insult|black comedy,"In Brooklyn Bridge Park, eleven-year-old Zachary Cowan strikes his eleven-year-old classmate Ethan Longstreet across the face with a stick after an argument. After learning about the altercation, the Longstreet parents decide to invite the Cowan parents to their Brooklyn apartment to deal with the incident in a civilized manner.",80,Comedy|Drama,Wild Bunch|Zanagar Films|Canal+|Constantin Film Produktion|CinÃ©CinÃ©ma,2011-09-16,382,6.9,2011
tt1549572,0.779536,100000,1776935,Another Earth,Brit Marling|William Mapother|Jordan Baker|Flint Beverage|Robin Lord Taylor,Mike Cahill,,earth|tragedy|janitor|planet|duplicate,"On the night of the discovery of a duplicate Earth in the Solar system, an ambitious young student and an accomplished composer cross paths in a tragic accident.",92,Drama|Science Fiction,Artists Public Domain,2011-07-22,299,6.8,2011
tt1124035,0.771868,12500000,75993061,The Ides of March,Ryan Gosling|George Clooney|Philip Seymour Hoffman|Paul Giamatti|Marisa Tomei,George Clooney,Ambition seduces. Power corrupts.,ohio|politics|dirty tricks|presidential campaign|endorsement,Dirty tricks stand to soil an ambitious young press spokesman's idealism in a cutthroat presidential campaign where 'victory' is relative.,101,Drama,Appian Way|Crystal City Entertainment|Cross Creek Pictures|Exclusive Media Group|Smokehouse Pictures,2011-09-24,591,6.4,2011
tt1399103,0.7605029999999989,195000000,1123746996,Transformers: Dark of the Moon,Shia LaBeouf|John Malkovich|Ken Jeong|Frances McDormand|Josh Duhamel,Michael Bay,The invasion we always feared. An enemy we never expected.,moon|spacecraft|traitor|bodyguard|fighter jet,"Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets.",154,Action|Science Fiction|Adventure,Paramount Pictures|Di Bonaventura Pictures|Hasbro|Indochina Productions,2011-06-28,2456,6.1,2011
tt1778304,0.760193,5000000,205703818,Paranormal Activity 3,Katie Featherston|Sprague Grayden|Lauren Bittner|Christopher Nicholas Smith|Chloe Csengery,Henry Joost|Ariel Schulman,It Runs In The Family,witch|sister sister relationship|sequel|prequel|haunting,"In 1988, evil begins to terrorize young sisters Katie and Kristi for the first time when an invisible entity resides in their home.",83,Horror,Paramount Pictures|Blumhouse Productions|Room 101|Solana Films,2011-10-19,406,6.0,2011
tt1578275,0.747362,70000000,67112664,The Dilemma,Kevin James|Vince Vaughn|Winona Ryder|Jennifer Connelly|Queen Latifah,Ron Howard,Two best friends. Nothing could come between them... or could it?,adultery|infidelity|secret|investigation|friendship,"Longtime friends Ronny and Nick are partners in an auto-design firm. They are hard at work on a presentation for a dream project that would really launch their company. Then Ronny spots Nick's wife out with another man, and in the process of investigating the possible affair, he learns that Nick has a few secrets of his own. As the presentation nears, Ronny agonizes over what might happen if the truth gets out.",111,Comedy|Drama,Imagine Entertainment|Universal Pictures|Spyglass Entertainment|Wild West Picture Show Productions,2011-01-13,204,5.2,2011
tt0810922,0.734516,19000000,6928068,Take Me Home Tonight,Topher Grace|Anna Faris|Dan Fogler|Teresa Palmer|Michelle Trachtenberg,Michael Dowse,Best. Night. Ever.,becoming an adult|lie|night|sister|job,"Recent MIT grad Matt Franklin (Topher Grace) should be well on his way to a successful career at a Fortune 500 company, but instead, he rebels against maturity by taking a job at a video store. Matt rethinks his position when his unrequited high-school crush, Tori (Teresa Palmer), walks in and invites him to an end-of-summer party. With the help of his twin sister (Anna Faris) and his best friend (Dan Fogler), Matt hatches a plan to change the course of his life.",97,Comedy|Drama|Romance,Imagine Entertainment|Rogue Pictures|Relativity Media|Internationale Filmproduktion Blackbird Dritte,2011-03-04,120,6.3,2011
tt1422136,0.70252,4000000,25345000,A Lonely Place to Die,Melissa George|Ed Speleers|Eamonn Walker|Alec Newman|Karel Roden,Julian Gilbey,"Out here, there's nowhere to hide.",terror|scotland|kidnapper|nudity|wilderness,A group of five mountaineers are hiking and climbing in the Scottish Highlands when they discover a young Serbian girl buried in a small chamber in the wilderness. They become caught up in a terrifying game of cat and mouse with the kidnappers as they try to get the girl to safety.,99,Adventure|Action|Thriller|Crime,Carnaby International|Molinare Studios|Eigerwand Pictures,2011-04-09,77,6.1,2011
tt1204342,0.699052,45000000,165184237,The Muppets,Amy Adams|Jason Segel|Emily Blunt|John Krasinski|Zach Galifianakis,James Bobin,They're closer than you think.,musical|the muppets|robot|oil tycoon|studio tour,"When Kermit the Frog and the Muppets learn that their beloved theater is slated for demolition, a sympathetic human, Gary, and his puppet roommate, Walter, swoop in to help the gang put on a show and raise the $10 million they need to save the day.",103,Comedy|Family|Music,Walt Disney Pictures,2011-11-22,328,6.4,2011
tt1517489,0.688697,27000000,85564310,Spy Kids: All the Time in the World,Jessica Alba|Mason Cook|Rowan Blanchard|Joel McHale|Jeremy Piven,Robert Rodriguez,,spy|child hero|secret agent|espionage,"Eight years after the third film, the OSS has become the world's top spy agency, while the Spy Kids department has since become defunct. A retired spy Marissa (Jessica Alba) is thrown back into the action along with her stepchildren when a maniacal Timekeeper (Jeremy Piven) attempts to take over the world. In order to save the world, Rebecca (Rowan Blanchard) and Cecil (Mason Cook) must team up with their hated stepmother. Carmen and Juni have since also grown up and will provide gadgets to them.",89,Family|Comedy|Action,Dimension Films,2011-08-18,125,4.5,2011
tt1529572,0.687144,9500000,120000,Trust,Clive Owen|Catherine Keener|Liana Liberato|Jason Clarke|Viola Davis,David Schwimmer,"What took her family years to build, a stranger stole in an instant.",rape|obsession|lie|job|independent film,"A suburban family is torn apart when fourteen-year-old Annie meets her first boyfriend online. After months of communicating via online chat and phone, Annie discovers her friend is not who he originally claimed to be. Shocked into disbelief, her parents are shattered by their daughter's actions and struggle to support her as she comes to terms with what has happened to her once innocent life.",104,Crime|Drama|Thriller,Nu Image Films|Millennium Films|Dark Harbor Stories,2011-04-01,164,6.5,2011
tt1214962,0.666454,17000000,12355798,Seeking Justice,Nicolas Cage|Guy Pearce|January Jones|Jennifer Carpenter|Harold Perrineau,Roger Donaldson,Vengeance always has a price,playing chess,"After his wife is assaulted, a husband enlists the services of a vigilante group to help him settle the score.",105,Action|Drama|Thriller,Endgame Entertainment|Maguire Entertainment|Ram Bergman Productions|Aura Film Partnership|Fierce Entertainment,2011-09-02,171,5.9,2011
tt1334512,0.661177999999999,40000000,45735397,Arthur,Russell Brand|Helen Mirren|Greta Gerwig|Jennifer Garner|Geraldine James,Jason Winer,Meet the world's only loveable billionaire.,nanny|remake|character name in title|billionaire|star wars spoof scene,"A drunken playboy stands to lose a wealthy inheritance when he falls for a woman, his family doesn't like.",110,Comedy|Romance,Warner Bros.,2011-04-08,180,5.3,2011
tt1034389,0.658095,25000000,27122040,The Eagle,Channing Tatum|Mark Strong|Jamie Bell|Donald Sutherland|Denis O'Hare,Kevin Macdonald,The destiny of a soldier. The honour of a slave. The fate of an empire.,roman empire|slavery|ancient rome|eagle|honor,"In 140 AD, twenty years after the unexplained disappearance of the entire Ninth Legion in the mountains of Scotland, young centurion Marcus Aquila (Tatum) arrives from Rome to solve the mystery and restore the reputation of his father, the commander of the Ninth. Accompanied only by his British slave Esca (Bell), Marcus sets out across Hadrian's Wall into the uncharted highlands of Caledonia - to confront its savage tribes, make peace with his father's memory, and retrieve the lost legion's golden emblem, the Eagle of the Ninth.",114,Adventure|Drama,Toledo Productions|Film4|Focus Features|Prime Focus|Twins Financing,2011-02-08,252,5.9,2011
tt1366344,0.656612,25000000,34942188,The Sitter,Sam Rockwell|Jonah Hill|Max Records|Ari Graynor|J.B. Smoove,David Gordon Green,Worst. Babysitter. Ever.,babysitting|duringcreditsstinger,"Noah, is not your typical entertain-the-kids-no-matter-how-boring-it-is kind of sitter. He's reluctant to take a sitting gig; he'd rather, well, be doing anything else, especially if it involves slacking. When Noah is watching the neighbor's kid he gets a booty call from his girlfriend in the city. To hook up with her, Noah takes to the streets, but his urban adventure spins out of control as he finds himself on the run from a maniacal drug lord.",81,Comedy,Twentieth Century Fox Film Corporation,2011-12-09,213,5.4,2011
tt1821593,0.644722999999999,2000000,42070,Rundskop,Matthias Schoenaerts|Jeroen Perceval|Jeanne Dandoy|Barbara Sarafian|Tibo Vandenborre,MichaÃ«l R. Roskam,,cattle|farmer,"Young Limburg cattle farmer, Jacky Vanmarsenille, is approached by an unscrupulous veterinarian to make a shady deal with a notorious West-Flemish beef trader. But the assassination of a federal policeman, and an unexpected confrontation with a mysterious secret from his past, set in motion a chain of events with far-reaching consequences.",124,Crime|Drama,Waterland|Waterland Film|Artemis|Savage Films,2011-02-02,56,7.5,2011
